835,421
796,891
490,516
762,816
49,994
345,183
286,785
680,957
935,918
523,581
269,920
319,769
804,437
521,562
258,523
380,881
896,88
397,128
108,224
615,937
162,291
1,691
69,227
536,881
79,834
907,340
31,115
123,320
271,905
979,424
583,337
913,879
495,663
28,125
601,611
322,300
620,904
987,981
264,568
453,114
482,746
730,379
82,159
163,973
297,932
944,832
370,215
296,220
446,450
853,414
634,727
111,390
455,219
605,13
176,730
207,801
915,806
593,522
352,685
30,169
853,799
110,326
81,279
830,682
426,839
375,157
251,416
603,966
416,707
238,744
62,579
230,396
407,747
140,390
662,47
627,713
371,951
955,934
88,790
827,813
279,592
656,988
44,15
292,705
113,261
824,243
402,43
307,859
757,947
949,40
410,999
422,421
689,880
38,950
857,677
521,189
405,629
339,171
808,501
973,180
756,835
687,26
882,941
755,122
620,410
64,314
819,460
39,982
662,745
585,884
141,831
235,46
922,689
102,49
242,739
92,855
611,167
882,659
366,905
945,227
146,811
280,651
311,944
654,476
465,930
884,952
930,213
405,663
40,653
507,473
497,719
948,667
500,405
994,22
228,641
995,399
470,309
278,585
697,433
153,544
779,791
197,191
123,86
597,731
447,790
260,474
998,280
429,598
927,731
400,344
114,286
921,294
642,438
88,424
895,201
244,36
202,590
91,72
167,328
407,638
109,860
886,956
705,869
692,594
740,143
656,89
406,32
211,748
659,272
822,806
439,847
147,552
779,370
848,837
963,838
320,592
751,863
846,849
920,240
888,679
290,412
627,962
345,652
316,930
686,184
648,60
989,117
715,210
315,291
713,574
12,705
250,552
644,487
355,8
239,596
879,245
677,937
107,559
69,390
226,785
842,342
33,6
346,438
475,203
741,567
829,887
953,693
344,898
687,158
950,925
765,836
346,270
639,252
127,702
931,495
634,801
567,954
470,164
177,827
550,48
340,107
731,412
179,677
787,622
152,898
575,231
483,165
887,182
991,895
732,900
549,803
937,971
587,811
315,969
233,251
82,933
409,968
578,649
788,838
813,825
115,444
840,48
738,690
102,801
866,292
507,210
294,11
216,328
429,33
456,783
731,936
362,352
915,994
899,421
684,70
852,766
164,81
286,478
1,263
12,206
350,546
742,134
770,701
840,702
77,99
283,654
536,271
993,76
918,442
407,816
693,615
689,472
345,70
229,879
248,792
244,465
900,315
660,682
298,942
751,590
828,531
32,364
513,352
206,37
887,705
856,824
552,565
873,492
370,717
55,830
179,141
134,142
834,413
509,509
172,558
654,802
132,736
277,923
327,479
479,49
228,569
237,822
665,380
652,171
963,931
310,931
407,869
564,721
266,970
115,604
506,988
148,641
579,403
567,261
935,235
200,683
856,957
20,639
220,658
673,287
633,690
209,128
866,239
346,108
360,274
27,500
836,772
735,364
924,491
690,110
212,706
316,564
624,44
257,906
625,151
342,325
837,36
382,840
302,53
522,670
649,95
708,584
238,940
30,506
942,350
492,293
926,918
466,651
907,878
177,294
605,483
843,572
734,664
341,739
34,812
745,693
677,234
499,86
963,246
80,108
766,312
177,221
37,47
884,533
138,148
708,540
720,136
181,170
419,950
844,138
77,72
409,775
756,454
768,772
321,971
511,462
596,881
53,714
919,759
589,835
195,346
866,964
881,375
247,817
421,283
516,941
15,377
969,553
865,722
286,691
638,877
297,671
301,943
37,84
734,492
445,743
753,221
107,385
840,588
965,548
876,172
692,583
93,425
382,136
99,402
419,816
964,549
33,541
708,346
689,425
743,511
768,607
616,874
978,683
393,835
513,684
246,869
850,539
500,714
819,335
865,410
661,559
805,748
625,281
307,601
803,890
419,903
623,710
219,870
0,713
882,716
651,740
315,424
19,231
316,941
110,634
100,313
377,966
871,579
266,439
659,259
529,974
895,24
294,557
272,674
824,915
537,702
706,156
387,316
907,839
904,483
93,672
318,549
126,212
264,176
159,823
371,447
71,263
467,943
783,606
264,670
436,204
35,578
813,207
520,263
988,620
443,322
523,408
631,68
909,584
324,661
974,260
914,359
246,469
601,331
720,64
476,564
81,807
548,511
651,913
913,452
464,804
136,453
389,729
1,741
763,778
983,53
506,551
112,331
482,41
879,381
163,668
827,409
332,209
744,572
943,668
311,15
585,925
645,252
382,432
148,797
527,973
151,83
712,828
431,507
369,614
610,203
384,343
9,54
833,879
412,707
478,904
540,382
366,620
418,245
832,148
198,350
200,259
282,745
763,181
604,844
456,240
982,487
438,844
973,61
716,402
710,811
396,595
556,156
45,374
796,431
40,819
995,576
46,788
511,680
86,996
888,601
587,331
519,738
567,241
621,795
329,365
914,218
99,481
821,917
144,349
502,102
881,334
322,989
449,973
859,341
295,347
181,196
701,563
555,997
708,500
310,755
78,967
565,794
972,179
508,143
899,154
129,958
708,31
897,282
28,543
358,638
45,85
559,549
819,872
603,306
121,942
539,344
473,309
76,706
354,796
589,499
227,358
129,860
327,9
910,715
391,235
4,950
587,857
956,611
558,53
541,374
442,642
658,69
669,94
778,767
657,350
957,710
302,781
729,401
905,148
823,42
180,215
75,474
971,899
337,494
920,887
928,640
918,332
59,197
459,701
76,393
338,162
753,550
926,683
827,569
126,792
526,163
478,3
960,570
504,874
310,502
501,626
647,391
735,526
374,338
161,417
616,851
598,929
364,106
215,470
823,689
943,164
116,684
91,363
245,927
449,64
697,261
575,213
144,841
858,454
327,385
30,26
474,446
931,129
501,728
941,787
128,258
265,557
551,388
820,918
210,642
180,711
117,392
89,879
383,651
307,886
213,154
612,167
529,25
595,384
387,420
618,246
762,719
652,87
362,464
940,120
233,827
656,91
329,195
678,58
140,6
454,868
700,889
18,334
716,40
896,528
379,113
422,198
70,529
549,212
604,782
216,720
783,981
793,294
987,722
83,749
871,981
607,224
771,931
688,835
330,93
644,233
394,120
794,17
712,187
963,279
233,598
128,84
195,596
969,328
913,768
695,14
277,103
229,9
577,158
886,724
700,924
781,255
763,360
852,427
868,114
548,922
21,84
693,676
189,575
733,786
595,97
195,415
601,178
42,799
681,628
155,613
970,945
603,941
391,406
146,406
853,287
502,769
4,890
215,564
22,152
24,98
675,237
645,583
546,297
141,717
980,388
177,731
969,30
283,193
974,100
38,831
814,989
637,174
427,584
632,811
611,613
999,319
285,363
766,857
666,587
123,469
943,727
238,897
206,73
804,12
901,875
917,916
846,945
553,606
934,407
243,351
657,60
382,223
863,853
713,986
470,816
239,732
758,170
839,539
455,347
593,158
712,487
442,847
87,561
489,948
406,513
603,370
245,63
742,107
533,43
394,512
448,116
18,848
961,511
747,287
879,20
78,274
968,957
94,818
323,802
912,633
923,993
351,623
699,542
51,192
437,927
991,168
616,405
657,838
458,946
507,266
959,952
784,226
166,171
812,46
402,526
261,528
236,217
44,962
13,178
729,624
172,677
126,340
594,594
278,926
965,624
935,508
330,395
961,158
978,549
233,197
129,387
295,158
92,254
436,747
249,529
619,520
347,566
63,519
563,98
310,921
753,556
308,734
499,906
100,132
336,815
899,410
343,473
962,891
391,72
929,789
282,374
294,845
967,877
784,43
114,264
818,743
489,330
499,52
394,604
735,116
238,785
218,353
867,690
801,429
904,303
628,770
610,450
615,40
33,698
824,707
288,345
49,471
916,738
813,89
836,327
3,426
159,537
774,926
643,729
460,380
275,856
819,106
870,97
328,645
22,415
435,556
142,583
433,968
117,599
233,918
524,218
609,713
98,562
557,616
639,617
442,87
299,25
297,520
810,554
598,68
544,848
279,161
377,139
427,482
384,647
190,19
412,113
938,290
6,741
105,489
35,784
785,800
876,351
803,112
705,754
555,205
987,717
977,614
240,785
377,223
30,68
599,580
355,140
352,420
739,142
619,726
210,122
307,478
932,730
487,749
78,324
898,581
741,63
477,758
230,742
531,473
657,854
687,51
908,261
861,611
961,145
19,360
408,537
435,22
421,761
680,294
611,956
333,308
393,337
648,199
47,564
931,323
885,421
813,724
853,859
811,234
406,231
437,170
15,815
822,586
658,918
568,769
272,804
698,617
874,341
514,150
616,773
714,757
671,616
519,825
455,536
943,714
545,965
867,142
716,689
619,645
991,15
319,696
653,570
882,615
840,705
50,789
587,892
648,250
118,805
305,208
21,173
669,992
441,182
260,82
864,514
465,507
231,451
583,296
869,245
835,273
803,229
690,881
773,140
895,144
186,29
929,283
742,365
10,384
40,517
678,433
30,686
363,952
723,376
769,87
317,0
39,631
